params_id,fold,learning_rate,batch,accuracy,precision,recall,f1,confusion_matrix
9,2,1e-05,128,0.6044692737430167,0.5972966469174654,0.6044692737430167,0.5956094926818539,"[[5656 3641 2563]
 [3210 6085 2645]
 [ 877 1224 9899]]"
9,3,1e-05,128,0.6163687150837989,0.6099747358453277,0.6163687150837989,0.6089405989173242,"[[5871 3634 2355]
 [3170 6320 2450]
 [ 808 1317 9875]]"
9,4,1e-05,128,0.6084357541899441,0.6020273355465978,0.6084357541899441,0.602119654948113,"[[5821 3723 2316]
 [3334 6320 2286]
 [ 872 1487 9641]]"
9,5,1e-05,128,0.6155307262569832,0.6084160746776272,0.6155307262569832,0.6075928271418368,"[[6564 2961 2335]
 [3890 5609 2441]
 [1003 1134 9863]]"
10,1,0.0001,128,0.7533519553072626,0.7495160064616263,0.7533519553072626,0.7505031843508011,"[[ 8278  2689   893]
 [ 3367  7624   949]
 [  402   530 11068]]"
10,2,0.0001,128,0.7491899441340782,0.7464258631607249,0.7491899441340782,0.7445070422451819,"[[ 7125  3623  1112]
 [ 2325  8501  1114]
 [  268   537 11195]]"
10,3,0.0001,128,0.7496648044692737,0.7452698209581922,0.7496648044692737,0.7466571798987125,"[[ 7991  2843  1026]
 [ 3225  7778   937]
 [  436   495 11069]]"
10,4,0.0001,128,0.7555307262569833,0.7523798172656238,0.7555307262569833,0.7536770958609627,"[[ 7981  3027   852]
 [ 3107  8061   772]
 [  438   556 11006]]"
10,5,0.0001,128,0.7542737430167598,0.750223889815309,0.7542737430167598,0.7504427450207978,"[[ 8376  2508   976]
 [ 3490  7435  1015]
 [  371   437 11192]]"
11,1,0.001,128,0.8228212290502793,0.8268977214758375,0.8228212290502793,0.8206249934138093,"[[ 9946  1561   353]
 [ 3620  7921   399]
 [  218   192 11590]]"
11,2,0.001,128,0.8227374301675978,0.8222103598070103,0.8227374301675978,0.8211392600696575,"[[ 9487  1982   391]
 [ 3094  8381   465]
 [  182   232 11586]]"
11,3,0.001,128,0.8261452513966481,0.8256251471799886,0.8261452513966481,0.8257930172210035,"[[ 8861  2659   340]
 [ 2417  9228   295]
 [  223   290 11487]]"
11,4,0.001,128,0.8238826815642458,0.8216509230873652,0.8238826815642458,0.8224440435035639,"[[ 8791  2626   443]
 [ 2331  9100   509]
 [  155   241 11604]]"
11,5,0.001,128,0.8221508379888268,0.8196689075815332,0.8221508379888268,0.8203645181400895,"[[ 9125  2241   494]
 [ 2753  8668   519]
 [  142   218 11640]]"
12,1,0.01,128,0.8113407821229051,0.8143949055797243,0.8113407821229051,0.8118381585979263,"[[ 8409  3210   241]
 [ 2211  9430   299]
 [  296   497 11207]]"
12,2,0.01,128,0.8062569832402234,0.8102591263848088,0.8062569832402234,0.8055017409722691,"[[ 7902  3641   317]
 [ 1922  9660   358]
 [  277   421 11302]]"
12,3,0.01,128,0.8034357541899442,0.8092273323293866,0.8034357541899442,0.8023774626099742,"[[ 7730  3708   422]
 [ 1848  9779   313]
 [  174   572 11254]]"
12,4,0.01,128,0.8090782122905028,0.8126009135711213,0.8090782122905028,0.8105693273276762,"[[ 8851  2799   210]
 [ 2670  9067   203]
 [  385   568 11047]]"
12,5,0.01,128,0.8058938547486033,0.8108756145937384,0.8058938547486033,0.8048558974888231,"[[ 7755  3799   306]
 [ 1878  9738   324]
 [  232   410 11358]]"
